LAKE_NAME_GEE,stn,scene_date,lat,lon,B2,B3,B4,B5,B6,B7,B8,B11,B12,NDWI,MNDWI,NDCI,NDTI,Red_Green,RedEdge_Ratio,MONTH_YEAR,STN_CODE,LAKE_NAME_master,USEBASEDCLASS,DO,PH,CONDUCTIVITY,BOD,NITRATE_N,FECAL_COLI,TOTAL_COLI,CARBONATE,BICARBONATE,PHENOLPHTHALEINALKALINITY,TOTALALKALINITY,CHLORIDES,COD,TOTALKJELDAHLNITROGEN,AMMONICALN,TOTALHARDNESS,CAASCACO3,MGASCACO3,SULPHATE,SODIUM,TOTALDISSOLVEDSOLIDS,TOTALSUSPENDEDSOLIDS,PHOSPHATE,BORON,POTASSIUM,FLUORIDE,SODIUMPERCENTAGE,SAR,ORTHOPHOSPHATE,YEAR
Puttenahalli Lake,PTN,2023-08-16,12.8982,77.5855,0.1801053908355795,0.189402427654864,0.2092969016827181,0.2688929919137466,0.2848765498652291,0.3086528301886793,0.2745424528301887,0.3172101078167116,0.3100137466307277,-0.1850585220413289,-0.2527527686763046,0.1241177698832466,0.0493659067195803,1.104666273749352,1.2881429062746104,08/23,3624.0,PUTTENAHALLI LAKE,"D (Propagation of wild life,fisheries)",4.1,7.1,754.0,11.0,2.2,3300.0,35000.0,8.942857142857143,216.0,5.0,216.0,116.0,112.0,3.237142857142857,0.95,204.0,108.0,96.0,12.0,74.0,514.0,24.228571428571428,0.32,0.5,9.0,0.32,41.0,1.6845714285714286,0.3214285714285714,2023.0
Allalasandra Lake,ALS,2023-08-16,13.0541,77.6052,0.147006116918312,0.1691459121575045,0.1800861973120775,0.2099023123218244,0.2615777461021363,0.2910169746242916,0.2792736212297187,0.264023471650301,0.2220256361524655,-0.2527149432794512,-0.2307669370271399,0.0897513442502538,0.0297505344108635,1.0644684645328704,1.2398363876283225,08/23,3629.0,ALLALASANDRA LAKE,"E (Irrigation, industrial cooling and controlled waste)",3.2,6.9,1119.0,13.0,3.2,2700.0,24000.0,9.19047619047619,312.0,5.0,312.0,172.0,129.0,3.1761904761904765,1.9,300.0,156.0,144.0,17.0,109.0,762.0,24.57142857142857,0.47,0.5,14.0,0.47,41.0,1.6714285714285717,0.3119047619047619,2023.0
Kundalahalli Lake,KND,2023-08-16,12.9766,77.7004,0.1209968182458116,0.1514624245404487,0.1708422283372286,0.2085544382655215,0.2855400640574404,0.3120590806701391,0.3013681015064055,0.2701195410389977,0.2168940236519779,-0.3447781236767169,-0.2989335055990561,0.1226707297140793,0.0557816780267734,1.1291018294094652,1.335334719567729,08/23,4516.0,KUNDALAHALLI LAKE,"D (Propagation of wild life,fisheries)",4.8,7.0,1465.0,9.0,3.8,480.0,16000.0,12.16190476190476,280.0,5.0,280.0,268.0,116.0,2.444761904761905,0.4,412.0,212.0,200.0,18.0,143.0,998.0,28.685714285714283,1.45,0.5,19.0,0.25,41.0,1.5137142857142858,0.1976190476190476,2023.0
Haralur Lake,HRL,2023-08-16,12.9059,77.6887,0.0617883112769252,0.0818790091698858,0.0715391420940595,0.1179028157116711,0.24046403984232,0.2852784351682386,0.2855562931155849,0.1830214029283402,0.1122285689145431,-0.5520156456650299,-0.368386768250574,0.2546207972271864,-0.0791784116337672,0.8588425928294823,1.7092884189610804,08/23,3621.0,HARALUR LAKE,"E (Irrigation, industrial cooling and controlled waste)",2.0,8.2,968.0,17.0,3.7,6300.0,54000.0,3.866666666666666,244.0,5.0,244.0,148.0,117.0,4.486666666666667,1.5,248.0,128.0,120.0,99.0,99.0,660.0,17.2,2.6,0.5,22.0,0.26,41.0,1.954,0.5166666666666667,2023.0
Agaram Lake,AGR,2023-08-16,12.9234,77.6416,0.1310026594175412,0.1547242172245152,0.1605162644734405,0.189880549584861,0.2350968053272643,0.2593898048636575,0.2532440637248704,0.2281483246933871,0.1914026594175412,-0.2674451781804896,-0.2281288065951828,0.127412234375377,-0.003124492299146,1.0033865698766673,1.3465991209983943,08/23,3612.0,AGARAM LAKE,"D (Propagation of wild life,fisheries)",4.4,7.3,795.0,6.0,2.0,2200.0,24000.0,8.571428571428571,180.0,5.0,180.0,116.0,75.0,3.3285714285714287,0.4,168.0,100.0,68.0,11.0,89.0,540.0,23.714285714285715,0.28,0.5,12.0,0.23,41.0,1.7042857142857142,0.3357142857142857,2023.0
Somasundrapalya Lake,SMP,2023-08-16,12.922,77.636,0.1598952029000808,0.1792195719790253,0.1894103900349131,0.2099893710625416,0.2348968605919826,0.256065156794425,0.2475163235138844,0.2623815155034666,0.2396459578362016,-0.1609335953729815,-0.1967089079467402,0.0609900023087681,0.0270029879450458,1.0593654382509292,1.1512843140519509,08/23,3622.0,SOMASUNDRAPALYA LAKE,"D (Propagation of wild life,fisheries)",4.5,7.4,796.0,8.0,2.0,4800.0,54000.0,8.323809523809524,184.0,5.0,184.0,116.0,90.0,3.3895238095238094,0.4,196.0,112.0,84.0,10.0,82.0,546.0,23.371428571428577,0.24,0.5,12.0,0.21,41.0,1.7174285714285715,0.3452380952380952,2023.0
Sarakki Lake,SRK,2023-08-16,12.9201,77.572,,,,,,,,,,,,,,,,08/23,4504.0,SARAKKI LAKE,"D (Propagation of wild life,fisheries)",5.0,7.4,813.0,7.0,2.4,490.0,16000.0,5.971428571428572,232.0,5.0,232.0,124.0,68.0,3.968571428571429,0.61,220.0,116.0,104.0,13.0,80.0,552.0,20.11428571428571,0.34,0.5,10.0,0.35,41.0,1.8422857142857143,0.4357142857142857,2023.0
Gottigere Lake,GTG,2023-08-16,12.8793,77.6017,0.1772081543766256,0.1959038778997996,0.2133908476372911,0.2405108825842357,0.2526681688948038,0.2717027645030549,0.2654387453874539,0.3275980158490109,0.3074419877805333,-0.1529996071131287,-0.2553409298424737,0.0658492062060744,0.0386113610640101,1.0827237394041986,1.1531200170175435,08/23,3613.0,GOTTIGERE LAKE,"D (Propagation of wild life,fisheries)",5.8,7.7,833.0,5.0,3.0,3100.0,35000.0,5.228571428571429,148.0,5.0,148.0,140.0,68.0,4.151428571428571,0.4,168.0,92.0,76.0,36.0,97.0,556.0,19.085714285714285,0.28,0.5,24.0,0.35,41.0,1.8817142857142857,0.4642857142857143,2023.0
Arakere Lake,ARK,2023-08-16,12.8944,77.5989,0.2016379446640316,0.2111984133838193,0.2156877432298283,0.2298,0.2507,0.2744,0.2442679841897233,0.3151,0.2964,-0.0726534227869504,-0.1975582610955012,0.0324909353403676,0.0098515173454612,1.020403239588064,1.0690457045605906,08/23,3615.0,ARAKERE LAKE,"D (Propagation of wild life,fisheries)",5.7,7.8,332.0,5.0,1.0,470.0,16000.0,5.352380952380953,96.0,5.0,96.0,40.0,48.0,4.120952380952382,0.4,100.0,56.0,44.0,12.0,19.0,224.0,19.257142857142856,0.3,0.5,10.0,0.22,41.0,1.8751428571428568,0.4595238095238095,2023.0
Begur Tank,BGR,2023-08-16,12.874,77.622,,,,,,,,,,,,,,,,08/23,3619.0,BEGUR TANK,"D (Propagation of wild life,fisheries)",5.4,7.7,825.0,6.0,3.0,4300.0,92000.0,5.476190476190476,140.0,5.0,140.0,152.0,56.0,4.09047619047619,0.4,164.0,88.0,76.0,35.0,98.0,554.0,19.42857142857143,0.29,0.5,25.0,0.35,41.0,1.8685714285714283,0.4547619047619048,2023.0
Singasandra Lake,SGS,2023-08-16,12.8985,77.6171,0.1469026219469275,0.166718269120334,0.1742375767801252,0.2055158759766311,0.2563748539452382,0.2869178010839726,0.2800304110649678,0.2729233300485674,0.2381634651932145,-0.2641070736233014,-0.2551034829510569,0.0976564899949385,0.0188095544778013,1.0418430794167726,1.247714443982114,08/23,3618.0,SINGASANDRA LAKE,"D (Propagation of wild life,fisheries)",4.7,8.0,898.0,7.0,3.0,2200.0,24000.0,5.723809523809524,192.0,5.0,192.0,128.0,88.0,4.02952380952381,0.48,240.0,128.0,112.0,28.0,94.0,604.0,19.77142857142857,2.0,0.5,28.0,0.28,41.0,1.8554285714285712,0.4452380952380952,2023.0
Ibbalur Lake,IBL,2023-08-16,12.9056,77.6449,,,,,,,,,,,,,,,,08/23,3609.0,IBBALUR LAKE,"D (Propagation of wild life,fisheries)",4.3,7.2,1027.0,6.0,2.2,4700.0,160000.0,8.447619047619048,192.0,5.0,192.0,128.0,75.0,3.3590476190476197,0.4,196.0,108.0,88.0,9.0,107.0,700.0,23.542857142857144,0.49,0.5,8.0,0.21,41.0,1.7108571428571429,0.3404761904761905,2023.0
Kodi Singasandra Lake,KSG,2023-08-16,12.8999,77.626,,,,,,,,,,,,,,,,08/23,4543.0,KODI SINGASANDRA LAKE,"D (Propagation of
wild life,fisheries)",6.1,7.7,1012.0,4.0,4.0,330.0,16000.0,5.6,184.0,5.0,184.0,138.0,44.0,4.0600000000000005,0.4,200.0,108.0,92.0,9.0,138.0,682.0,19.6,0.91,0.5,23.0,0.33,41.0,1.862,0.45,2023.0
Yelahanka Tank,YLH,2023-08-16,13.1012,77.5966,0.1568728241563055,0.1784632338300267,0.2073193608814615,0.2455165186500887,0.2789433392539964,0.3097761101243339,0.2354595914742451,0.3004722912966252,0.2780523090586145,-0.1423704883294151,-0.2618596563220535,0.0899601913119883,0.0787488789621456,1.1727578251945006,1.2139314175313185,08/23,3630.0,YELAHANKA TANK,"E (Irrigation, industrial cooling and controlled
waste)",3.0,6.9,1207.0,13.0,3.5,3900.0,160000.0,9.314285714285717,336.0,5.0,336.0,188.0,131.0,3.145714285714286,2.1,324.0,168.0,156.0,18.0,117.0,822.0,24.742857142857144,0.51,0.5,15.0,0.57,41.0,1.6648571428571428,0.3071428571428571,2023.0
Hesaraghatta Lake,HSG,2023-08-16,13.1299,77.4614,0.0741471872139688,0.1109443747728385,0.1197371263858811,0.1750597127367457,0.296149781736253,0.3383710307681476,0.3341672252341057,0.324140220375977,0.2211084137154121,-0.498708459841551,-0.4910484565519687,0.1973616468818333,0.031009999110256,1.081229063193751,1.5215277420341249,08/23,3597.0,HESARAGHATTA LAKE,"D (Propagation of wild life,fisheries)",4.8,7.2,402.0,7.0,1.4,320.0,9200.0,14.761904761904765,156.0,5.0,156.0,72.0,66.0,1.804761904761905,0.7,120.0,64.0,56.0,10.0,39.0,296.0,32.285714285714285,0.2,0.5,16.0,0.28,41.0,1.375714285714286,0.0976190476190476,2023.0
Nelamangala Lake,NLM,2023-08-16,13.097,77.3925,0.1536298179513363,0.1818947537149129,0.196423736426121,0.2281961231029263,0.2856373569491884,0.3193855910419381,0.315030969400331,0.3260103454346984,0.2826809570759533,-0.2785987181013345,-0.2998251660640424,0.0973960837696603,0.030592229840381,1.0693135424519018,1.2748794335299714,08/23,4505.0,NELAMANGALA LAKE,"D (Propagation of wild life,fisheries)",4.1,7.3,1692.0,9.0,6.0,470.0,16000.0,10.304761904761904,428.0,5.0,428.0,244.0,96.0,2.901904761904762,0.66,500.0,252.0,248.0,22.0,116.0,1136.0,26.11428571428571,0.41,0.5,28.0,0.31,41.0,1.6122857142857143,0.2690476190476191,2023.0
Rampura Lake,RPR,2023-08-16,13.015,77.59,0.0473835157872505,0.064436794714038,0.0514897181786534,0.1000420606145939,0.2680418423738954,0.3323884367629975,0.3325444859023549,0.1971697525432081,0.1103399626878806,-0.6731729385783594,-0.5058173326499882,0.325363778279563,-0.117080162953761,0.794953120134842,1.9862777718627616,08/23,4519.0,RAMPURA LAKE,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.2,2231.0,23.0,6.8,34000.0,240000.0,15.133333333333333,632.0,5.0,632.0,348.0,189.0,1.7133333333333334,4.2,616.0,316.0,300.0,36.0,215.0,1520.0,32.8,0.93,0.5,28.0,0.62,41.0,1.356,0.0833333333333333,2023.0
Kalena Agrahara Lake,KLA,2023-08-16,12.9128,77.6271,,,,,,,,,,,,,,,,08/23,3616.0,KALENA AGRAHARA LAKE,"D (Propagation of wild life,fisheries)",5.8,7.7,338.0,5.0,1.0,2300.0,24000.0,5.104761904761904,96.0,5.0,96.0,44.0,60.0,4.181904761904762,0.4,128.0,72.0,56.0,12.0,24.0,230.0,18.914285714285715,0.3,0.5,10.0,0.22,41.0,1.8882857142857143,0.4690476190476191,2023.0
Basavanapura Lake,BSV,2023-08-16,12.9985,77.6808,,,,,,,,,,,,,,,,08/23,4542.0,BASAVANAPURA LAKE,"D (Propagation of wild life,fisheries)",5.7,7.8,310.0,5.0,1.0,4000.0,54000.0,4.980952380952381,92.0,5.0,92.0,40.0,64.0,4.212380952380952,0.4,96.0,56.0,40.0,11.0,34.0,208.0,18.742857142857144,0.3,0.5,10.0,0.2,41.0,1.8948571428571428,0.4738095238095238,2023.0
Kothanuru Lake,KTH,2023-08-16,13.0121,77.6744,0.1725960437858575,0.1933650841207368,0.2100945094264714,0.2312141142515223,0.2442254830875366,0.2625919115835415,0.2536461335398262,0.2871323747844142,0.2671153320896836,-0.1365758372270676,-0.199959985806776,0.0544461410367828,0.0387876361330916,1.083813828942645,1.1284221675107435,08/23,4544.0,KOTHANURU LAKE,"D (Propagation of wild life,fisheries)",4.3,7.1,379.0,5.0,2.0,21.0,540.0,7.704761904761905,116.0,5.0,116.0,48.0,48.0,3.541904761904762,0.73,104.0,56.0,48.0,11.0,36.0,264.0,22.514285714285712,0.23,0.5,12.0,0.2,41.0,1.7502857142857142,0.369047619047619,2023.0
Chinnappanahalli Lake,CNP,2023-08-16,12.9967,77.6895,,,,,,,,,,,,,,,,08/23,4520.0,CHINNAPPANAHALLI LAKE,"D (Propagation of wild life,fisheries)",4.4,7.1,650.0,6.0,1.44,1700.0,24000.0,12.40952380952381,168.0,5.0,168.0,156.0,79.0,2.383809523809524,0.4,180.0,96.0,84.0,8.0,69.0,446.0,29.02857142857143,0.2,0.5,5.0,0.39,41.0,1.500571428571429,0.1880952380952381,2023.0
Bhattarahalli Lake,BTH,2023-08-16,13.0116,77.7116,0.0777104396826573,0.109877000690112,0.08407874989023,0.1511279973307628,0.3285448876696077,0.3829613034774226,0.3829938459257062,0.2509160376659005,0.1478747386372061,-0.5543837166808177,-0.3919649990119341,0.2849187556647892,-0.1323431414710121,0.7678499223105467,1.805935694736996,08/23,4515.0,BHATTARAHALLI LAKE,"D (Propagation of wild life,fisheries)",4.8,7.7,815.0,7.0,2.14,310.0,9200.0,6.714285714285714,132.0,5.0,132.0,144.0,60.0,3.785714285714286,0.4,92.0,52.0,40.0,18.0,94.0,552.0,21.142857142857142,0.2,0.5,19.0,0.36,41.0,1.802857142857143,0.4071428571428571,2023.0
Vibhuthipura Lake,VBP,2023-08-16,12.9887,77.7157,0.1430066962243569,0.1775666557105854,0.2033035539153815,0.2383768816636756,0.2855190963791827,0.3081182202047925,0.3005544670818816,0.32982348428868,0.284323818572082,-0.2621753993596008,-0.3071712971368528,0.0888722441239927,0.0649689104572776,1.1446640988781416,1.219219454275389,08/23,4522.0,VIBHUTHIPURA LAKE,"E (Irrigation, industrial cooling and controlled waste)",1.8,7.7,767.0,15.0,2.0,4600.0,54000.0,12.780952380952382,180.0,5.0,180.0,104.0,128.0,2.2923809523809524,1.2,172.0,92.0,80.0,12.0,69.0,520.0,29.542857142857144,1.0,0.5,23.0,0.23,41.0,1.4808571428571429,0.1738095238095238,2023.0
Devarabeesanahalli Lake,DVB,2023-08-16,12.9545,77.7062,0.1486600007039031,0.1746304940259374,0.19265434843654,0.2145295252173301,0.2291563368880442,0.2452247949882096,0.2405195790659204,0.2886073980220321,0.2762349734276564,-0.1606402673198267,-0.2493950506520124,0.0572066310915299,0.049438387121181,1.1061391312822304,1.1284096804150432,08/23,4521.0,DEVARABEESANAHALLI LAKE,"D (Propagation of wild life,fisheries)",5.2,7.7,1272.0,7.0,5.9,4600.0,54000.0,4.733333333333333,148.0,5.0,148.0,368.0,69.0,4.273333333333333,0.82,276.0,144.0,132.0,30.0,176.0,868.0,18.4,1.8,0.5,37.0,0.44,41.0,1.908,0.4833333333333334,2023.0
Kasavanahalli Lake,KSV,2023-08-16,12.9408,77.7311,0.1765840199598369,0.206666548402414,0.2283507701466757,0.2614583642670236,0.3102220105884501,0.339343960323739,0.3192680886022028,0.3354009979918458,0.2573265015517555,-0.2140912123300625,-0.2391759636432198,0.069805662164649,0.0490923825437034,1.104884561086188,1.1538069374610835,08/23,4529.0,KASAVANAHALLI LAKE,"D (Propagation of wild life,fisheries)",4.6,7.5,630.0,8.0,2.9,4800.0,92000.0,4.361904761904762,156.0,5.0,156.0,128.0,74.0,4.364761904761905,0.79,156.0,84.0,72.0,5.0,92.0,432.0,17.885714285714286,0.2,0.5,16.0,0.25,41.0,1.9277142857142853,0.4976190476190476,2023.0
Parappana Agrahara Lake,PRP,2023-08-16,12.9112,77.6586,0.0419960504083356,0.0701793932654404,0.0491654500567205,0.1191554139678964,0.3014085680090115,0.3616024218529994,0.3647415516755845,0.216942825964517,0.1100570684314278,-0.676851438029527,-0.5116548580066963,0.4177553427135926,-0.1786187303149803,0.6987021168831142,2.447098195640956,08/23,3620.0,PARAPPANA AGRAHARA LAKE,"E (Irrigation, industrial cooling and controlled waste)",3.4,8.0,904.0,12.0,3.7,4700.0,160000.0,4.485714285714286,236.0,5.0,236.0,148.0,119.0,4.3342857142857145,1.3,268.0,140.0,128.0,35.0,111.0,620.0,18.057142857142857,0.4,0.5,35.0,0.35,41.0,1.9211428571428573,0.4928571428571429,2023.0
Rayasandra Lake,RYS,2023-08-16,12.856,77.6618,0.1046758112094395,0.1271463139614524,0.1386567825632812,0.1689685840707964,0.2166433628318583,0.2282390855457226,0.219398820058997,0.2584026548672565,0.2124373156342183,-0.2651625312733195,-0.3417687004100593,0.1001656470904613,0.0426304300129428,1.090993982534563,1.2245423051150377,08/23,4531.0,RAYASANDRA LAKE,"E (Irrigation, industrial cooling and controlled waste)",0.3,8.2,2186.0,23.0,8.0,2200.0,92000.0,12.533333333333331,396.0,5.0,396.0,320.0,271.0,2.353333333333333,0.4,476.0,244.0,232.0,34.0,131.0,1490.0,29.2,1.3,0.5,28.0,0.2,41.0,1.494,0.1833333333333333,2023.0
Doddabidarakallu Lake,DBK,2023-08-16,13.0742,77.5133,0.1178511001584228,0.1509113393258386,0.1551783418192702,0.2030890230593203,0.3015165745467347,0.3396519732441471,0.3405662594613624,0.2971043513465936,0.2274616335152261,-0.3925548547444795,-0.3438884002985102,0.1673949119779206,-0.0084054086040726,0.9932428462861126,1.4727694621954468,08/23,4539.0,DODDABIDARAKALLU LAKE,"E (Irrigation, industrial cooling and controlled waste)",0.5,7.0,1096.0,18.0,5.2,1700.0,35000.0,14.01904761904762,356.0,5.0,169.33333333333334,37.33333333333333,122.0,1.987619047619048,2.8,356.0,184.0,172.0,50.0,153.0,748.0,31.25714285714286,3.1,0.5,32.0,0.2,41.0,1.415142857142857,0.1261904761904762,2023.0
Anchepalya Lake,ACP,2023-08-16,13.0596,77.5024,0.1841541396789636,0.2096191139425426,0.224967068994391,0.252050348493382,0.2829690439312868,0.3039144747958323,0.2981377534497325,0.3029803611658689,0.2691607399324133,-0.1781227165000719,-0.1881544635112505,0.0639932533533392,0.0336742554386105,1.0717437546948383,1.153520489800527,08/23,3599.0,ANCHEPALYA LAKE,"D (Propagation of wild life,fisheries)",4.6,6.8,343.0,8.0,1.3,480.0,16000.0,14.142857142857142,96.0,5.0,96.0,28.0,80.0,1.9571428571428573,0.97,124.0,68.0,56.0,27.0,38.0,230.0,31.42857142857143,0.2,0.5,16.0,0.27,41.0,1.4085714285714286,0.1214285714285714,2023.0
Chikkabanavara Lake,CKB,2023-08-16,13.0711,77.4802,0.1042417224139144,0.1380435644454388,0.1470287725828867,0.2043480670375326,0.3063175515808744,0.3437598690233078,0.3450946588268428,0.3373869128934579,0.2432577494542637,-0.4347574517853882,-0.427553742409928,0.1803752597727398,0.0200123186892976,1.0463247751021518,1.470035577125807,08/23,4095.0,CHIKKABANAVARA LAKE,"D (Propagation of wild life,fisheries)",5.3,6.7,405.0,7.3,1.5,330.0,5400.0,14.39047619047619,92.0,5.0,92.0,28.0,68.0,1.896190476190476,0.7,128.0,64.0,64.0,29.0,51.0,278.0,31.77142857142857,0.2,0.5,15.0,0.2,41.0,1.3954285714285717,0.1119047619047619,2023.0
Alur Lake,ALR,2023-08-16,13.0788,77.582,,,,,,,,,,,,,,,,08/23,4541.0,ALUR LAKE,"D (Propagation of wild life,fisheries)",5.5,7.3,340.0,7.0,1.2,470.0,16000.0,14.266666666666667,116.0,5.0,116.0,32.0,70.0,1.9266666666666667,0.74,124.0,68.0,56.0,11.0,43.0,230.0,31.6,0.2,0.5,15.0,0.22,41.0,1.402,0.1166666666666667,2023.0
