LAKE_NAME_GEE,stn,scene_date,lat,lon,B2,B3,B4,B5,B6,B7,B8,B11,B12,NDWI,MNDWI,NDCI,NDTI,Red_Green,RedEdge_Ratio,MONTH_YEAR,STN_CODE,LAKE_NAME_master,USEBASEDCLASS,DO,PH,CONDUCTIVITY,BOD,NITRATE_N,FECAL_COLI,TOTAL_COLI,CARBONATE,BICARBONATE,PHENOLPHTHALEINALKALINITY,TOTALALKALINITY,CHLORIDES,COD,TOTALKJELDAHLNITROGEN,AMMONICALN,TOTALHARDNESS,CAASCACO3,MGASCACO3,SULPHATE,SODIUM,TOTALDISSOLVEDSOLIDS,TOTALSUSPENDEDSOLIDS,PHOSPHATE,BORON,POTASSIUM,FLUORIDE,SODIUMPERCENTAGE,SAR,ORTHOPHOSPHATE,YEAR
Alur Lake,ALR,2023-10-20,13.0788,77.582,0.0395123327700324,0.0574031510796786,0.0457764119463304,0.0884115758343895,0.2290895824531754,0.2771870229545135,0.2793689163498099,0.1704103858611462,0.0887119243768483,-0.6560884689223216,-0.4995111350344505,0.3337816543657097,-0.1282800693001422,0.7787683487939235,2.0493678466935257,10/23,4541.0,ALUR LAKE,"D (Propagation of wild life,fisheries)",6.1,7.3,528.0,4.0,2.0,310.0,9200.0,3.0,120.0,5.0,120.0,32.0,40.0,8.84030172413793,0.4,148.0,72.0,76.0,29.0,36.0,360.0,100.00873362445417,0.2,0.5,3.0,0.2,34.0,1.3,0.05,2023.0
Alur Lake,ALR,2025-01-12,13.0788,77.582,,,,,,,,,,,,,,,,01/25,4541.0,Alur Lake,"D (Propagation of wild life,fisheries)",7.1,6.5,201.0,4.0,0.77,110.0,2400.0,3.0,76.0,5.0,76.0,12.0,38.0,1.5,0.4,60.0,28.0,32.0,7.0,5.0,136.0,10.0,0.2,0.5,9.0,0.2,8.0,0.17,0.3,2025.0
Alur Lake,ALR,2025-02-06,13.0788,77.582,,,,,,,,,,,,,,,,02/25,4541.0,Alur Lake,"D (Propagation of wild life,fisheries)",7.6,6.9,272.0,4.0,2.0,140.0,3500.0,3.0,60.0,5.0,60.0,72.0,45.0,1.5,0.6,64.0,44.0,20.0,14.0,30.0,186.0,12.0,0.2,0.5,5.0,0.21,48.0,1.6,0.39,2025.0
Alur Lake,ALR,2025-03-13,13.0788,77.582,,,,,,,,,,,,,,,,03/25,4541.0,Alur Lake,"D (Propagation of wild life,fisheries)",6.7,6.6,200.0,4.0,0.77,210.0,1700.0,3.0,72.0,5.0,72.0,12.0,41.0,1.5,0.4,132.0,84.0,48.0,5.615384615384615,5.0,134.0,10.0,0.2,0.5,9.0,0.2,4.0,0.11,0.05,2025.0
Alur Lake,ALR,2025-04-07,13.0788,77.582,0.0438883431910998,0.0622477153458573,0.056879950405112,0.1001333262920715,0.2008893008027038,0.2391548373468526,0.2482258379101536,0.1990679411350513,0.1285113469933812,-0.6008519048910739,-0.5293740563648096,0.3004168361860423,-0.0695348470280104,0.8850452094998893,1.9299563428408768,04/25,4541.0,Alur Lake,"D (Propagation of wild life,fisheries)",6.9,6.6,328.0,4.0,1.3,94.0,540.0,3.0,84.0,5.0,84.0,36.0,36.0,5.9,4.6,88.0,48.0,40.0,21.0,21.0,224.0,10.0,0.2,0.5,15.0,0.2,30.0,1.0,0.12,2025.0
Alur Lake,ALR,2025-05-12,13.0788,77.582,0.0290911561751865,0.0595783831645052,0.0526006335946456,0.1240604069849317,0.2637960076045627,0.3033938494578228,0.3020929481763132,0.1905768342486975,0.1085743416420223,-0.6706288449445229,-0.5302604671913721,0.4369509772673798,-0.1016840553642514,0.848411886420796,2.783043366133753,05/25,4541.0,Alur Lake,E,3.6,7.0,327.0,6.0,1.26,24.0,1600.0,3.0,88.0,5.0,88.0,32.0,62.0,1.5,0.4,148.0,96.0,52.0,11.0,19.0,218.0,16.0,0.2,0.5,16.0,0.2,20.0,0.69,0.35,2025.0
Anchepalya Lake,ACP,2023-10-20,13.0596,77.5024,0.1258022423261052,0.1520310864964527,0.1708548754787791,0.1973367466910728,0.2295577337369755,0.2411547134609968,0.2366095430864544,0.2585484969022812,0.2216828710222473,-0.2210228658125599,-0.2663008557322772,0.0795572771587336,0.0572442669969129,1.1247305618050365,1.1935658516746042,10/23,3599.0,ANCHEPALYA LAKE,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.0,1289.0,62.0,5.0,460.0,9200.0,3.0,388.0,5.0,388.0,196.0,208.0,9.152370689655172,7.2,436.0,224.0,212.0,19.0,149.0,882.0,94.27947598253274,2.5,0.5,26.0,0.23,40.0,3.1,1.85,2023.0
Anchepalya Lake,ACP,2024-03-08,13.0596,77.5024,,,,,,,,,,,,,,,,03/24,3599.0,Anchepalya Lake,"D (Propagation of wild life,fisheries)",4.4,6.7,429.0,8.0,8.3,2100.0,9400.0,3.0,76.0,5.0,76.0,84.0,76.0,1.5,0.9,108.0,60.0,40.0,20.0,69.0,304.0,12.0,0.2,0.5,22.0,0.2,52.0,2.9,0.6,2024.0
Anchepalya Lake,ACP,2024-04-07,13.0596,77.5024,,,,,,,,,,,,,,,,04/24,3599.0,Anchepalya Lake,"E (Irrigation, industrial cooling and controlled waste)",0.9,7.8,2180.0,54.0,7.5,1200.0,7900.0,3.0,376.0,5.0,376.0,372.0,276.0,25.0,18.0,608.0,312.0,296.0,125.0,216.0,1432.0,10.0,0.32,0.5,34.0,0.2,42.0,4.0,0.8,2024.0
Anchepalya Lake,ACP,2025-01-12,13.0596,77.5024,,,,,,,,,,,,,,,,01/25,3599.0,Anchepalya Lake,"D (Propagation of wild life,fisheries)",6.4,7.8,405.0,6.0,1.55,680.0,4800.0,3.0,92.0,5.0,92.0,40.0,63.0,1.5,0.4,92.0,44.0,48.0,12.0,29.0,278.0,30.0,0.2,0.5,7.6,0.2,38.0,1.3,0.4,2025.0
Anchepalya Lake,ACP,2025-02-06,13.0596,77.5024,,,,,,,,,,,,,,,,02/25,3599.0,Anchepalya Lake,"E (Irrigation, industrial cooling and controlled waste)",3.3,7.0,393.0,21.0,1.5,920.0,7000.0,3.0,88.0,5.0,88.0,37.0,160.0,1.5,0.4,104.0,56.0,48.0,16.0,37.0,270.0,10.0,0.2,0.5,8.0,0.2,41.0,2.0,0.56,2025.0
Anchepalya Lake,ACP,2025-03-13,13.0596,77.5024,,,,,,,,,,,,,,,,03/25,3599.0,Anchepalya Lake,"E (Irrigation, industrial cooling and controlled waste)",3.0,6.6,287.0,10.0,1.1,560.0,3900.0,3.0,56.0,5.0,56.0,40.0,108.0,1.6,1.23,124.0,72.0,52.0,7.641025641025641,16.0,196.0,84.0,0.2,0.5,9.0,0.2,21.0,1.0,0.33,2025.0
Anchepalya Lake,ACP,2025-04-07,13.0596,77.5024,0.1438395698394818,0.1705832786297347,0.196317913824804,0.2214564383272316,0.2475462932976627,0.2636887038862291,0.2619477189524078,0.2951259046747394,0.2663050373134328,-0.2148065328555392,-0.2720571758724858,0.0655646343875576,0.0692928319978608,1.152448421255606,1.1546245401404531,04/25,3599.0,Anchepalya Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,6.5,456.0,32.0,1.5,4600.0,35000.0,3.0,80.0,5.0,80.0,80.0,202.0,4.5,3.4,80.0,44.0,36.0,55.0,51.0,306.0,10.0,0.3,0.5,10.0,0.28,54.0,2.7,0.7,2025.0
Anchepalya Lake,ACP,2025-05-12,13.0596,77.5024,0.1423206983948183,0.1744603809869896,0.1967818042619027,0.2237364333990425,0.2603914249507184,0.2740171923401859,0.2690332793579273,0.2919256934666288,0.2533192410588565,-0.2199861292839409,-0.2615432478276419,0.0746220871450524,0.0595252469614311,1.1293411958873198,1.1907259364925726,05/25,3599.0,Anchepalya Lake,E,0.3,6.6,521.0,12.0,2.0,2600.0,9400.0,3.0,104.0,5.0,104.0,52.0,121.0,1.5,1.15,256.0,134.0,122.0,16.0,41.0,354.0,20.0,0.2,0.5,12.0,0.35,25.0,1.11,0.36,2025.0
Arakere Lake,ARK,2023-10-20,12.8944,77.5989,0.1148231654524337,0.1367885965580036,0.1441955970787672,0.1700679020166825,0.211788332805406,0.2289650089747651,0.222867131242741,0.2393454158307816,0.2033215992679406,-0.2412993820471494,-0.2788087255786288,0.0977527442134392,0.0193237866733622,1.0436125388846165,1.261789377932255,10/23,3615.0,ARAKERE LAKE,"D (Propagation of wild life,fisheries)",4.2,7.6,786.0,8.0,3.0,6300.0,54000.0,3.0,176.0,5.0,110.66666666666669,82.66666666666667,88.0,10.478663793103449,0.89,180.0,96.0,84.0,9.333333333333334,69.0,534.0,69.93013100436681,0.56,0.5,5.0,0.39,44.0,2.0,1.72,2023.0
Arakere Lake,ARK,2024-03-08,12.8944,77.5989,,,,,,,,,,,,,,,,03/24,3615.0,Arakere Lake,"E (Irrigation, industrial cooling and controlled waste)",3.4,8.2,669.0,12.0,1.6,3300.0,11000.0,3.0,192.0,5.0,192.0,132.0,147.0,1.5,0.9,172.0,92.0,80.0,20.0,70.0,456.0,66.0,1.01,0.5,7.0,0.27,46.0,2.0,3.12,2024.0
Arakere Lake,ARK,2024-04-07,12.8944,77.5989,,,,,,,,,,,,,,,,04/24,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",4.9,7.5,389.0,6.0,0.8,2100.0,9400.0,3.0,164.0,5.0,164.0,68.0,75.0,1.5,0.42,136.0,72.0,64.0,11.666666666666666,43.0,288.0,10.0,0.2,0.5,5.0,0.38,39.0,1.4,0.05,2024.0
Arakere Lake,ARK,2025-01-12,12.8944,77.5989,,,,,,,,,,,,,,,,01/25,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",5.2,7.2,1105.0,12.0,4.2,310.0,2800.0,3.0,212.0,5.0,212.0,228.0,130.0,1.5,0.4,196.0,104.0,92.0,48.0,150.0,752.0,22.0,0.3,0.5,29.0,0.25,58.0,4.7,0.7,2025.0
Arakere Lake,ARK,2025-02-06,12.8944,77.5989,,,,,,,,,,,,,,,,02/25,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",4.6,8.0,766.0,5.0,2.94,110.0,2400.0,3.0,136.0,5.0,136.0,100.0,62.0,1.5,0.4,104.0,66.0,38.0,6.0,84.0,522.0,10.0,0.2,0.5,17.0,0.2,59.0,3.58,0.32,2025.0
Arakere Lake,ARK,2025-03-13,12.8944,77.5989,,,,,,,,,,,,,,,,03/25,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",4.7,8.2,732.0,8.0,2.81,480.0,3500.0,3.0,144.0,5.0,144.0,104.0,81.0,1.5,0.4,216.0,140.0,76.0,7.256410256410256,91.0,502.0,66.0,0.2,0.5,22.0,0.35,45.0,2.69,0.05,2025.0
Arakere Lake,ARK,2025-04-07,12.8944,77.5989,0.1264528525674867,0.146545461989876,0.1594916091199951,0.1843478724527505,0.2154730827438144,0.2358254038644283,0.2360913067961848,0.2651252630838,0.2407927497976278,-0.2328452319717816,-0.2925293525385679,0.0870051007249967,0.0373574770181001,1.083061005095929,1.2334971735466869,04/25,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",5.9,7.5,1448.0,6.0,5.84,220.0,1300.0,3.0,160.0,5.0,160.0,308.0,72.0,1.5,0.43,180.0,96.0,84.0,66.0,33.0,992.0,10.0,0.2,0.5,11.0,0.65,60.0,4.31,0.05,2025.0
Arakere Lake,ARK,2025-05-12,12.8944,77.5989,0.1221141695702671,0.1517974168601868,0.1651587305249685,0.192679305247598,0.2276612078977934,0.2420891634111147,0.2330098546440011,0.2661303100693341,0.2332565093443143,-0.211152891257614,-0.2831459540812172,0.0962156195903401,0.0364390064375144,1.082440464336971,1.29749724884573,05/25,3615.0,Arakere Lake,D,5.9,8.1,524.0,5.0,2.0,240.0,3500.0,3.0,92.0,5.0,92.0,48.0,60.0,1.5,0.91,96.0,56.0,40.0,49.0,68.0,356.0,10.0,0.2,0.5,9.0,0.46,58.0,3.0,0.39,2025.0
Basavanapura Lake,BSV,2023-10-20,12.9985,77.6808,0.0867211907945668,0.1174493178175192,0.1161610810879875,0.1666375642198605,0.2724336934337391,0.3041589802238018,0.3033076043352804,0.275687201773524,0.1924415335350832,-0.4335637227292063,-0.4040679981996277,0.1899148646298426,-0.015604965937312,0.9754407899221654,1.51430515426951,10/23,4542.0,BASAVANAPURA LAKE,"D (Propagation of wild life,fisheries)",5.7,6.5,540.0,5.0,2.0,4300.0,92000.0,3.0,124.0,5.0,124.0,68.0,64.0,10.010560344827589,0.49,132.0,72.0,60.0,12.0,52.0,372.0,78.52401746724891,0.91,0.5,13.0,0.2,43.0,2.0,3.0,2023.0
Basavanapura Lake,BSV,2024-03-08,12.9985,77.6808,,,,,,,,,,,,,,,,03/24,4542.0,Basavanapura Lake,"D (Propagation of wild life,fisheries)",4.4,7.4,641.0,8.0,1.1,11000.0,33000.0,3.0,148.0,5.0,148.0,100.0,83.0,1.5,0.4,192.0,104.0,88.0,23.0,60.0,370.0,68.0,0.2,0.5,8.0,0.32,39.0,2.0,0.05,2024.0
Basavanapura Lake,BSV,2025-03-13,12.9985,77.6808,,,,,,,,,,,,,,,,03/25,4542.0,Basavanapura Lake,"D (Propagation of wild life,fisheries)",5.8,6.7,396.0,5.0,1.3,930.0,4900.0,3.0,88.0,5.0,88.0,68.0,60.0,1.5,0.55,104.0,60.0,44.0,5.589743589743589,61.0,266.0,74.0,0.2,0.5,11.0,0.28,53.0,3.0,0.05,2025.0
Basavanapura Lake,BSV,2025-04-07,12.9985,77.6808,0.085411728481948,0.1194244105843656,0.1295987193858281,0.1750904461960727,0.2753754416215073,0.3130821169681186,0.3187594693504116,0.3087102399887397,0.2336969843057215,-0.4489022854487921,-0.4434538301843903,0.1644412985571201,0.0321865362306651,1.0713972272123669,1.4531760632279191,04/25,4542.0,Basavanapura Lake,"D (Propagation of wild life,fisheries)",5.3,6.8,646.0,5.0,2.6,220.0,1200.0,3.0,140.0,5.0,140.0,92.0,60.0,1.5,0.4,112.0,60.0,52.0,7.0,55.0,442.0,10.0,0.37,0.5,4.0,0.22,50.0,2.27,1.04,2025.0
Basavanapura Lake,BSV,2025-05-12,12.9985,77.6808,0.0856021887536068,0.1229710854737807,0.1396903022860251,0.1887745935674571,0.2692615666127102,0.2954541698923216,0.2917329650221689,0.3080515342388625,0.2301780104159334,-0.4055223660525869,-0.4332514156395942,0.1639461595170363,0.0571999772224222,1.1269432428378858,1.447040198019976,05/25,4542.0,Basavanapura Lake,D,5.2,7.2,617.0,5.0,2.4,43.0,1600.0,3.0,128.0,5.0,128.0,84.0,50.0,1.5,0.6,112.0,64.0,48.0,7.0,74.0,420.0,30.0,0.2,0.5,21.0,0.44,53.0,3.0,0.05,2025.0
Begur Tank,BGR,2023-10-20,12.874,77.622,0.0704771212387823,0.1082159423485159,0.1041924125639963,0.1694175224353335,0.3176200246348759,0.3591475664261833,0.3575611930318496,0.2746777230336088,0.1806172831251099,-0.5319897751891036,-0.4420462947472482,0.2648605400983793,-0.0443669722206857,0.9316411003040392,1.811976719219299,10/23,3619.0,BEGUR TANK,"D (Propagation of wild life,fisheries)",4.1,7.7,791.0,9.0,3.0,9400.0,92000.0,3.0,144.0,5.0,144.0,132.0,84.0,10.361637931034483,0.99,100.0,56.0,44.0,6.0,71.0,538.0,72.07860262008734,0.2,0.5,6.0,0.35,58.0,3.0,0.05,2023.0
Begur Tank,BGR,2024-03-08,12.874,77.622,,,,,,,,,,,,,,,,03/24,3619.0,Begur Tank,"E (Irrigation, industrial cooling and controlled waste)",3.5,7.28,998.0,11.0,2.3,1700.0,7900.0,3.0,200.0,5.0,200.0,156.0,103.0,1.5,0.61,244.0,128.0,116.0,31.0,92.0,680.0,18.0,0.2,0.5,8.0,0.42,44.0,3.0,0.05,2024.0
Begur Tank,BGR,2024-04-07,12.874,77.622,,,,,,,,,,,,,,,,04/24,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",5.4,7.2,1274.0,7.0,2.95,930.0,4900.0,3.0,172.0,5.0,172.0,164.0,75.0,1.5,3.06,192.0,100.0,92.0,19.0,102.0,860.0,12.0,0.98,0.5,15.0,0.3,51.0,3.2,3.0,2024.0
Begur Tank,BGR,2025-01-12,12.874,77.622,,,,,,,,,,,,,,,,01/25,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",5.9,7.3,1118.0,10.0,4.0,260.0,5400.0,3.0,196.0,5.0,196.0,220.0,111.0,1.5,0.4,212.0,108.0,104.0,47.0,151.0,772.0,10.0,0.2,0.5,30.0,0.23,57.0,4.5,0.23,2025.0
Begur Tank,BGR,2025-02-06,12.874,77.622,,,,,,,,,,,,,,,,02/25,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",7.0,7.3,1273.0,4.0,4.9,460.0,2800.0,3.0,176.0,5.0,176.0,224.0,41.0,1.5,0.4,244.0,128.0,116.0,64.0,159.0,866.0,18.0,0.2,0.5,32.0,0.22,55.0,4.4,0.3,2025.0
Begur Tank,BGR,2025-03-13,12.874,77.622,,,,,,,,,,,,,,,,03/25,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",5.3,7.4,724.0,12.0,2.5,93.0,700.0,3.0,240.0,5.0,240.0,132.0,121.0,1.5,0.74,236.0,120.0,116.0,7.17948717948718,88.0,500.0,10.0,1.1,0.5,10.0,0.27,43.0,2.5,2.6,2025.0
Begur Tank,BGR,2025-04-07,12.874,77.622,0.1142444272391342,0.147915421487128,0.1812252721745805,0.2173833925743445,0.2714238782333274,0.3001738201654057,0.3046716945275383,0.3504271969030442,0.2829996586310045,-0.35592174330841,-0.4170826190058593,0.1033740126784854,0.0999901000253011,1.228246854204707,1.2540650653981436,04/25,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",6.1,7.4,1415.0,5.0,5.71,340.0,3500.0,3.0,132.0,5.0,132.0,312.0,48.0,1.5,0.4,164.0,88.0,76.0,50.0,126.0,968.0,10.0,0.2,0.5,11.0,0.54,61.0,4.27,0.33,2025.0
Begur Tank,BGR,2025-05-12,12.874,77.622,0.1074225514692944,0.1523498260141594,0.1968962839190208,0.2358965757522435,0.2799933133908146,0.2963727362308642,0.288635002639451,0.3640677599859229,0.3002266971669892,-0.3141310103365882,-0.4168753684542067,0.1046553641261361,0.1200046891263532,1.2841936113173271,1.2642466110715178,05/25,3619.0,Begur Tank,D,5.1,7.7,1446.0,9.0,5.6,340.0,2400.0,3.0,180.0,5.0,180.0,304.0,89.0,1.5,0.61,228.0,120.0,108.0,68.0,174.0,984.0,18.0,0.2,0.5,43.0,0.72,57.0,5.0,0.36,2025.0
Bellandur Lake,BLR,2023-10-20,12.9265,77.6434,0.050333626605666,0.0677858669021726,0.0505193632185857,0.0788335808551821,0.1433791870490938,0.1609782755586837,0.156491803624846,0.1009293506950554,0.0532942987858525,-0.2764016958785193,-0.1014854292341666,0.2060198601994193,-0.1489424933072304,0.7428527500788537,1.5593637296112142,10/23,3602.0,BELLANDUR LAKE,"E (Irrigation, industrial cooling and controlled waste)",1.9,7.1,997.0,51.0,4.0,340000.0,2400000.0,3.0,344.0,5.0,344.0,92.0,212.0,9.50344827586207,14.6,320.0,164.0,156.0,31.0,66.0,686.0,87.83406113537117,0.6,0.5,26.0,0.3,29.0,2.0,1.27,2023.0
